iso3,year,anaemia_children_pct,anaemia_children_pct_year,anaemia_pregnant_women_pct,anaemia_pregnant_women_pct_year,anaemia_women_repro_pct,anaemia_women_repro_pct_year,stunting_pct_who,stunting_pct_who_year,wasting_pct,wasting_pct_year,tb_incidence_per100k,tb_incidence_per100k_year,hiv_prevalence_pct,hiv_prevalence_pct_year,malaria_incidence_per1000,malaria_incidence_per1000_year,low_birthweight_pct,low_birthweight_pct_year,preterm_birth_rate_pct,preterm_birth_rate_pct_year,anc4_coverage_pct,anc4_coverage_pct_year,mcv1_coverage_pct,mcv1_coverage_pct_year,mcv2_coverage_pct,mcv2_coverage_pct_year,dtp3_coverage_pct,dtp3_coverage_pct_year,pcv3_coverage_pct,pcv3_coverage_pct_year,rotac_coverage_pct,rotac_coverage_pct_year,ors_coverage_pct,ors_coverage_pct_year,measles_reported_cases,measles_reported_cases_year,u5_mortality_per1000,u5_mortality_per1000_year,neonatal_mortality_per1000,neonatal_mortality_per1000_year,maternal_mortality_per100k,maternal_mortality_per100k_year,hci_score,hci_score_year,hci_learning_years,hci_learning_years_year,gdp_per_capita_ppp,gdp_per_capita_ppp_year,severe_food_insecurity_pct,severe_food_insecurity_pct_year,food_insecurity_mod_sev_pct,food_insecurity_mod_sev_pct_year,stunting_pct,stunting_pct_year,underweight_pct,underweight_pct_year,vitamin_a_deficiency_pct,vitamin_a_deficiency_pct_year,zinc_deficiency_pct,zinc_deficiency_pct_year,iron_deficiency_pct,iron_deficiency_pct_year,iodine_deficiency_pct,iodine_deficiency_pct_year,wheat_flour_legislation,maize_flour_legislation,lsff_any_mandatory,lsff_any_program,lsff_coverage_proxy_pct,who_region,who_region_code,country_name,region,income_level,folate_deficiency_pct,iron_intake_mg_per_day,iron_intake_inadequate_pct,folate_intake_ug_per_day,folate_intake_inadequate_pct,vita_intake_ug_per_day,vita_intake_inadequate_pct,mdd_w_pct,mdd_c_pct,iron_deficiency_pct_source,vitamin_a_deficiency_pct_source
SVN,2023,18.2,2019.0,22.9,2019.0,25.7,2023.0,,,,,4.7,2023.0,0.1,2023.0,,,6.3,2020.0,7.31309,2020.0,,,95.0,2023.0,89.0,2023.0,89.0,2023.0,58.0,2023.0,0.0,2023.0,,,1.0,2023.0,2.3,2023.0,1.3,2023.0,3.0,2023.0,0.774986982345581,2020.0,11.3709392547607,2020.0,47977.4268117652,2023.0,0.9,2023.0,8.2,2023.0,,,,,41.53754098468221,2021.0,9.8,2005.0,64.72915858970484,2021.0,,,,,,,,Europe,EUR,Slovenia,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SWE,2023,14.6,2019.0,18.0,2019.0,16.8,2023.0,,,,,3.8,2023.0,0.1,2022.0,,,4.1,2020.0,5.40381,2020.0,,,93.0,2023.0,92.0,2023.0,94.0,2023.0,94.0,2023.0,84.0,2023.0,,,11.0,2023.0,2.4,2023.0,1.4,2023.0,4.0,2023.0,0.79535710811615,2020.0,11.5808744430542,2020.0,62662.7652797761,2023.0,2.5,2023.0,6.9,2023.0,,,,,39.721312556068625,2021.0,6.1,2005.0,35.98837079963743,2021.0,,,,,,,,Europe,EUR,Sweden,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SXM,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2018.0,,,,,,,,,,,46571.0886504628,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SYR,2023,32.9,2019.0,33.2,2019.0,30.8,2023.0,23.8,2023.0,11.5,2010.0,23.0,2023.0,0.1,2023.0,0.0,2023.0,,,,,63.7,2009.0,74.0,2023.0,64.0,2023.0,66.0,2023.0,0.0,2023.0,0.0,2023.0,49.77989,2006.0,744.0,2023.0,20.1,2023.0,9.8,2023.0,20.0,2023.0,,,,,4454.85373271464,2022.0,,,,,,,,,50.36699778607415,2021.0,15.2,2005.0,47.8451012814124,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Syrian Arab Republic,"Middle East, North Africa, Afghanistan & Pakistan",Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TCD,2023,66.3,2019.0,45.3,2019.0,51.2,2023.0,33.6,2023.0,7.8,2022.0,120.0,2023.0,1.0,2023.0,205.1214391,2023.0,,,,,31.0,2015.0,63.0,2023.0,35.0,2023.0,67.0,2023.0,0.0,2023.0,0.0,2023.0,20.4,2015.0,11862.0,2023.0,100.6,2023.0,30.9,2023.0,748.0,2023.0,0.299782782793045,2020.0,2.83042907714844,2020.0,2433.09879153397,2023.0,25.2,2023.0,66.3,2023.0,31.9,2022.0,18.2,2022.0,15.908600130308908,2021.0,34.5,2005.0,37.12766605622067,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,Chad,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ABW,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2022.0,,,,,,,,,,,41964.7711908515,2023.0,,,,,,,,,,,,,,,,,,,,,,,,Aruba,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TGO,2023,72.4,2019.0,53.7,2019.0,52.6,2023.0,20.9,2023.0,5.7,2017.0,47.0,2023.0,1.7,2023.0,264.7971586,2023.0,14.3,2020.0,,,54.8,2017.0,81.0,2023.0,67.0,2023.0,90.0,2023.0,89.0,2023.0,91.0,2023.0,18.6,2014.0,686.0,2023.0,58.1,2023.0,23.0,2023.0,349.0,2023.0,0.431868046522141,2020.0,5.97273874282837,2020.0,2842.23076240747,2023.0,9.9,2023.0,58.5,2023.0,23.8,2017.0,15.2,2017.0,13.54318760370643,2021.0,25.8,2005.0,44.07268657411675,2021.0,,,mandatory,mandatory,True,True,75.0,Africa,AFR,Togo,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TCA,2023,,,,,,,2.8,2023.0,1.2,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,4.8,2023.0,2.5,2023.0,,,,,,,31839.3705381969,2023.0,,,,,4.6,2020.0,0.4,2020.0,,,,,,,,,,,,,,,,Turks and Caicos Islands,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
COM,2023,53.9,2019.0,38.0,2019.0,35.5,2023.0,19.7,2023.0,5.1,2022.0,26.0,2023.0,0.1,2023.0,24.75225985,2023.0,23.0,2020.0,,,64.3,2022.0,70.0,2023.0,70.0,2023.0,75.0,2023.0,0.0,2023.0,0.0,2023.0,37.5,2012.0,51.0,2023.0,40.2,2023.0,22.7,2023.0,179.0,2023.0,0.40468829870224,2020.0,5.12938976287842,2020.0,3434.40177367723,2023.0,27.4,2023.0,79.7,2023.0,18.2,2022.0,9.1,2022.0,6.511721949705731,2021.0,32.0,2005.0,39.11552368817694,2021.0,,,no_program,no_program,False,False,0.0,Africa,AFR,Comoros,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SUR,2023,25.9,2019.0,24.2,2019.0,22.0,2023.0,8.7,2023.0,5.5,2018.0,31.0,2023.0,1.6,2023.0,0.0,2023.0,16.5,2020.0,12.84316,2020.0,67.5,2018.0,71.0,2023.0,52.0,2023.0,72.0,2023.0,0.0,2023.0,0.0,2023.0,42.4,2010.0,0.0,2023.0,16.3,2023.0,10.0,2023.0,84.0,2023.0,,,,,19020.8663908707,2023.0,7.2,2022.0,35.8,2022.0,8.3,2018.0,6.7,2018.0,27.916084926937568,2021.0,19.7,2005.0,35.14576078893264,2021.0,,,,,,,,Americas,AMR,Suriname,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SRB,2023,19.5,2019.0,25.1,2019.0,25.1,2023.0,4.6,2023.0,2.6,2019.0,20.0,2023.0,0.1,2023.0,,,6.2,2020.0,4.10103,2020.0,96.6,2019.0,84.0,2023.0,91.0,2023.0,93.0,2023.0,82.0,2023.0,0.0,2023.0,36.0,2010.0,50.0,2023.0,5.4,2023.0,3.1,2023.0,11.0,2023.0,0.676606357097626,2020.0,9.75260734558105,2020.0,25735.2402009063,2023.0,1.5,2023.0,9.5,2023.0,5.4,2019.0,1.0,2019.0,16.86047643430766,2021.0,7.0,2005.0,29.32492113562893,2021.0,,,,,,,,Europe,EUR,Serbia,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ALB,2023,30.9,2019.0,24.5,2019.0,24.7,2023.0,7.7,2023.0,1.6,2017.0,15.0,2023.0,0.1,2023.0,,,6.0,2020.0,,,77.8,2018.0,83.0,2023.0,93.0,2023.0,97.0,2023.0,85.0,2023.0,97.0,2023.0,54.0,2009.0,13.0,2023.0,9.4,2023.0,6.9,2023.0,7.0,2023.0,0.634250938892365,2020.0,8.95301818847656,2020.0,20481.0358398226,2023.0,8.4,2023.0,33.0,2023.0,11.3,2017.0,1.5,2017.0,,,5.3,2005.0,,,,,,,,,,Europe,EUR,Albania,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TJK,2023,37.0,2019.0,38.6,2019.0,39.6,2023.0,12.4,2023.0,6.4,2023.0,76.0,2023.0,0.2,2023.0,0.0,2023.0,8.7,2020.0,,,62.1,2023.0,98.0,2023.0,96.0,2023.0,96.0,2023.0,31.0,2023.0,97.0,2023.0,60.3,2012.0,294.0,2023.0,28.8,2023.0,11.3,2023.0,14.0,2023.0,0.504116356372833,2020.0,6.78547477722168,2020.0,4472.3241378777,2023.0,5.6,2023.0,25.1,2023.0,13.7,2023.0,5.2,2023.0,50.39973098332017,2021.0,18.9,2005.0,35.937780781367564,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Tajikistan,Europe & Central Asia,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
CRI,2023,19.0,2019.0,17.6,2019.0,13.7,2023.0,9.2,2023.0,1.8,2018.0,9.5,2023.0,0.6,2023.0,0.303872613,2023.0,8.7,2020.0,,,94.1,2022.0,93.0,2023.0,83.0,2023.0,99.0,2023.0,99.0,2023.0,94.0,2023.0,40.0,2011.0,1.0,2023.0,10.1,2023.0,7.1,2023.0,24.0,2023.0,0.628635048866272,2020.0,8.99331092834473,2020.0,25979.6286150717,2023.0,2.7,2023.0,15.4,2023.0,9.0,2018.0,2.9,2018.0,5.11198800085408,2021.0,15.7,2005.0,25.407301920144583,2021.0,,,mandatory,no_program,True,True,75.0,Americas,AMR,Costa Rica,Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SMR,2023,12.8,2019.0,17.1,2019.0,16.2,2023.0,,,,,0.0,2023.0,,,,,4.2,2020.0,,,,,89.0,2023.0,79.0,2023.0,91.0,2023.0,83.0,2023.0,0.0,2023.0,,,0.0,2023.0,1.3,2023.0,0.6,2023.0,8.0,2023.0,,,,,70951.7895931976,2023.0,,,,,,,,,28.53241509539198,2021.0,,,23.64925027131123,2021.0,,,,,,,,Europe,EUR,San Marino,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AND,2023,14.1,2019.0,16.8,2019.0,16.4,2023.0,,,,,4.9,2023.0,,,,,9.4,2020.0,7.94363,2020.0,,,99.0,2023.0,96.0,2023.0,98.0,2023.0,94.0,2023.0,0.0,2023.0,,,0.0,2023.0,2.6,2023.0,1.3,2023.0,11.0,2023.0,,,,,64631.2963909271,2023.0,,,,,,,,,22.6023878055711,2021.0,5.6,2005.0,19.759235748592392,2021.0,,,,,,,,Europe,EUR,Andorra,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SOM,2023,51.8,2019.0,48.7,2019.0,52.8,2023.0,23.9,2023.0,14.3,2009.0,157.0,2023.0,0.1,2023.0,54.37496238,2023.0,,,,,8.0,2022.0,63.0,2023.0,18.0,2023.0,69.0,2023.0,0.0,2023.0,0.0,2023.0,13.21815,2006.0,3167.0,2023.0,104.3,2023.0,34.8,2023.0,563.0,2023.0,,,,,1401.64735228455,2023.0,43.4,2021.0,79.5,2021.0,,,,,,,24.5,2005.0,,,,,no_program,no_program,False,False,0.0,Eastern Mediterranean,EMR,"Somalia, Fed. Rep.",Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AGO,2023,62.4,2019.0,48.3,2019.0,45.9,2023.0,49.4,2023.0,4.9,2015.0,383.0,2023.0,1.6,2023.0,255.4718915,2023.0,15.5,2020.0,,,61.4,2016.0,63.0,2023.0,43.0,2023.0,66.0,2023.0,64.0,2023.0,47.0,2023.0,42.6,2016.0,3508.0,2023.0,50.5,2023.0,18.4,2023.0,183.0,2023.0,0.362405389547348,2020.0,4.23497772216797,2020.0,8788.26106439635,2023.0,31.2,2021.0,78.5,2021.0,37.6,2015.0,19.0,2015.0,0.36230485056731,2021.0,24.4,2005.0,9.825893447601947,2021.0,,,voluntary,no_program,False,True,20.0,Africa,AFR,Angola,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
STP,2023,58.8,2019.0,50.8,2019.0,39.7,2023.0,10.2,2023.0,4.1,2019.0,73.0,2023.0,,,10.17018162,2023.0,11.1,2020.0,,,89.0,2019.0,87.0,2023.0,87.0,2023.0,87.0,2023.0,86.0,2023.0,51.0,2023.0,49.1,2014.0,0.0,2021.0,14.1,2023.0,6.7,2023.0,75.0,2023.0,,,,,5541.3016760535,2023.0,14.1,2022.0,54.6,2022.0,11.7,2019.0,5.4,2019.0,5.15665960032195,2021.0,31.7,2005.0,36.39630661856159,2021.0,,,no_program,no_program,False,False,0.0,Africa,AFR,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AIA,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
COL,2023,22.2,2019.0,21.8,2019.0,27.0,2023.0,11.4,2023.0,1.6,2016.0,46.0,2023.0,0.6,2023.0,12.6616767,2023.0,11.0,2020.0,9.02256,2020.0,84.1,2022.0,93.0,2023.0,84.0,2023.0,90.0,2023.0,90.0,2023.0,86.0,2023.0,54.1,2010.0,0.0,2023.0,11.9,2023.0,6.5,2023.0,59.0,2023.0,0.60433030128479,2020.0,8.62216186523438,2020.0,18382.9976800475,2023.0,5.0,2023.0,27.8,2023.0,12.7,2016.0,3.7,2016.0,6.65920321534395,2021.0,10.7,2005.0,21.48934845021698,2021.0,,,mandatory,mandatory,True,True,75.0,Americas,AMR,Colombia,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
SSD,2023,60.5,2019.0,40.0,2019.0,35.0,2023.0,32.1,2023.0,22.7,2010.0,326.0,2023.0,1.6,2023.0,264.9337207,2023.0,,,,,17.0,2010.0,72.0,2023.0,0.0,2023.0,73.0,2023.0,0.0,2023.0,0.0,2023.0,38.6,2010.0,7957.0,2023.0,96.7,2023.0,39.5,2023.0,692.0,2023.0,0.306520849466324,2020.0,2.51134634017944,2020.0,,,63.1,2023.0,88.1,2023.0,,,,,6.0865119119676,2021.0,,,22.944012862528048,2021.0,,,no_program,no_program,False,False,0.0,Africa,AFR,South Sudan,Sub-Saharan Africa ,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
POL,2023,,,21.6,2019.0,23.3,2023.0,1.1,2023.0,0.8,2019.0,13.0,2023.0,,,,,5.6,2020.0,7.29171,2020.0,79.236338995,2019.0,92.0,2023.0,79.0,2023.0,95.0,2023.0,89.0,2023.0,88.0,2023.0,,,35.0,2023.0,4.3,2023.0,2.6,2023.0,2.0,2023.0,0.753088593482971,2020.0,11.3741827011108,2020.0,43672.7668014946,2023.0,0.0,2023.0,3.4,2023.0,1.0,2018.0,0.7,2018.0,7.548473492200699,2021.0,10.3,2005.0,27.072272637080506,2021.0,,,no_program,no_program,False,False,0.0,Europe,EUR,Poland,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PLW,2023,33.5,2019.0,34.3,2019.0,25.9,2023.0,,,,,85.0,2023.0,,,,,13.5,2020.0,,,81.0,2010.0,96.0,2023.0,89.0,2023.0,97.0,2023.0,93.0,2023.0,31.0,2023.0,,,0.0,2023.0,21.9,2023.0,11.5,2023.0,89.0,2023.0,0.588113486766815,2020.0,8.69223594665527,2020.0,16425.9722714446,2023.0,6.9,2023.0,28.1,2023.0,,,,,13.07753221073786,2021.0,,,21.06980246754282,2021.0,,,,,,,,Western Pacific,WPR,Palau,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
COG,2023,60.8,2019.0,51.0,2019.0,46.7,2023.0,16.5,2023.0,8.2,2014.0,298.0,2023.0,3.2,2023.0,219.4629206,2023.0,11.9,2020.0,,,79.0,2015.0,65.0,2023.0,34.0,2023.0,78.0,2023.0,76.0,2023.0,45.0,2023.0,26.9,2015.0,385.0,2023.0,40.3,2023.0,16.8,2023.0,241.0,2023.0,0.41926571726799,2020.0,5.28511667251587,2020.0,6172.28776650683,2023.0,,,,,,,,,7.88842074176457,2021.0,21.6,2005.0,23.66275014270113,2021.0,,,mandatory,no_program,True,True,75.0,Africa,AFR,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PRK,2023,31.6,2019.0,38.8,2019.0,29.7,2023.0,17.9,2023.0,2.5,2017.0,,,,,0.305971331,2023.0,,,,,84.6,2019.0,99.0,2023.0,99.0,2023.0,99.0,2023.0,0.0,2023.0,0.0,2023.0,74.0,2009.0,0.0,2023.0,18.0,2023.0,9.7,2023.0,67.0,2023.0,,,,,,,,,,,19.1,2017.0,9.3,2017.0,0.40387836999568,2021.0,31.2,2005.0,13.07490272872586,2021.0,,,,,,,,,,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
DJI,2023,52.0,2019.0,37.0,2019.0,37.2,2023.0,19.0,2023.0,12.1,2023.0,477.0,2023.0,1.0,2023.0,45.04206501,2023.0,,,,,25.7,2012.0,76.0,2023.0,64.0,2023.0,72.0,2023.0,72.0,2023.0,75.0,2023.0,93.6,2012.0,446.0,2023.0,50.5,2023.0,27.7,2023.0,162.0,2023.0,,,,,6510.67859061619,2023.0,16.5,2023.0,49.2,2023.0,25.5,2023.0,17.7,2023.0,1.45161035195269,2021.0,16.0,2005.0,24.743732048557728,2021.0,,,mandatory,no_program,True,True,75.0,Eastern Mediterranean,EMR,Djibouti,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PNG,2023,46.7,2019.0,44.1,2019.0,30.9,2023.0,48.5,2023.0,14.1,2010.0,647.0,2023.0,1.4,2023.0,147.2018026,2023.0,19.4,2020.0,9.05,2020.0,49.0,2018.0,52.0,2023.0,41.0,2023.0,35.0,2023.0,29.0,2023.0,0.0,2023.0,,,12.0,2023.0,40.6,2023.0,20.5,2023.0,189.0,2023.0,0.429185003042221,2020.0,5.99894571304321,2020.0,4205.84773981096,2023.0,27.0,2019.0,57.3,2019.0,,,,,7.58984031997595,2021.0,10.0,2005.0,28.738808906950545,2021.0,,,mandatory,no_program,True,True,75.0,Western Pacific,WPR,Papua New Guinea,East Asia & Pacific,Lower middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AZE,2023,24.8,2019.0,35.0,2019.0,35.6,2023.0,7.1,2023.0,3.5,2023.0,66.0,2023.0,0.1,2023.0,0.0,2023.0,11.0,2020.0,,,91.4,2023.0,71.0,2023.0,88.0,2023.0,51.0,2023.0,52.0,2023.0,0.0,2023.0,11.1,2011.0,13207.0,2023.0,18.7,2023.0,12.9,2023.0,18.0,2023.0,0.577767550945282,2020.0,8.28151321411133,2020.0,21310.7386915022,2023.0,1.3,2023.0,14.0,2023.0,6.6,2023.0,3.0,2023.0,3.2779032788571203,2021.0,22.4,2005.0,28.3617353644452,2021.0,,,mandatory,no_program,True,True,75.0,Europe,EUR,Azerbaijan,Europe & Central Asia,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AUS,2023,13.3,2019.0,15.7,2019.0,11.0,2023.0,3.4,2023.0,0.2,2007.0,6.2,2023.0,0.1,2023.0,,,6.6,2020.0,8.18917,2020.0,94.0,2022.0,91.0,2023.0,93.0,2023.0,94.0,2023.0,95.0,2023.0,87.0,2023.0,,,26.0,2023.0,3.7,2023.0,2.3,2023.0,2.0,2023.0,0.770239531993866,2020.0,11.2225046157837,2020.0,60684.9596204883,2023.0,3.7,2023.0,13.8,2023.0,,,,,12.43367201826432,2021.0,3.8,2005.0,31.77782862057985,2021.0,,,mandatory,no_program,True,True,75.0,Western Pacific,WPR,Australia,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
AUT,2023,14.6,2019.0,17.8,2019.0,16.7,2023.0,,,,,5.3,2023.0,,,,,6.3,2020.0,7.26857,2020.0,,,90.0,2023.0,81.0,2023.0,87.0,2023.0,0.0,2023.0,61.0,2023.0,,,186.0,2023.0,3.3,2023.0,2.2,2023.0,6.0,2023.0,0.746739745140076,2020.0,10.9062051773071,2020.0,64536.2981841434,2023.0,1.5,2023.0,4.7,2023.0,,,,,1.27635017028395,2021.0,7.4,2005.0,20.198713112407248,2021.0,,,,,,,,Europe,EUR,Austria,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PRT,2023,14.3,2019.0,19.4,2019.0,15.0,2023.0,3.1,2023.0,1.1,2016.0,16.0,2023.0,0.5,2023.0,,,8.9,2020.0,7.75332,2020.0,,,98.0,2023.0,95.0,2023.0,99.0,2023.0,98.0,2023.0,0.0,2023.0,,,0.0,2023.0,3.2,2023.0,1.7,2023.0,15.0,2023.0,0.768949568271637,2020.0,11.3100528717041,2020.0,41768.2549192626,2023.0,3.1,2023.0,11.9,2023.0,3.2,2016.0,0.9,2016.0,1.46161042990164,2021.0,6.3,2005.0,20.034870442861248,2021.0,,,,,,,,Europe,EUR,Portugal,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
DMA,2023,29.8,2019.0,23.4,2019.0,27.2,2023.0,,,,,6.0,2023.0,,,,,,,,,85.0,2023.0,84.0,2023.0,81.0,2023.0,56.0,2023.0,0.0,2023.0,0.0,2023.0,,,0.0,2023.0,35.4,2023.0,30.9,2023.0,36.0,2023.0,0.544749319553375,2020.0,8.00887203216553,2020.0,18278.2253401989,2023.0,5.8,2022.0,34.4,2022.0,,,,,,,8.7,2005.0,,,,,,,,,,Americas,AMR,Dominica,Latin America & Caribbean ,Upper middle income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
PRI,2023,,,,,,,,,,,0.81,2023.0,,,,,,,,,97.8,2020.0,,,,,,,,,,,,,,,,,,,11.0,2023.0,,,,,42837.8994791262,2023.0,,,,,,,,,,,,,,,,,,,,,,Americas,AMR,Puerto Rico (US),Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
VIR,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46479.2996685326,2022.0,,,,,,,,,,,,,,,,,,,,,,,,Virgin Islands (U.S.),Latin America & Caribbean ,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
LIE,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10273570024218,2021.0,,,30.214641209023053,2021.0,,,,,,,,,,Liechtenstein,Europe & Central Asia,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TWN,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.22923121397996,2021.0,21.7,2005.0,37.8542709190045,2021.0,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ALG,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.88987810922313,2021.0,,,43.82134289604314,2021.0,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
TKL,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
WLF,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
ASM,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Samoa,East Asia & Pacific,High income,,,,,,,,,,IHME GBD 2021,IHME GBD 2021
